date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:38	75631/75631	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:52:05%20GMT	https://preview.colorlib.com/theme/aranoz/img/product/xproduct_4.png.pagespeed.ic.kIabirvgae.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/product/xproduct_4.png.pagespeed.ic.kIabirvgae.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:38	44721/44721	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:52:05%20GMT	https://preview.colorlib.com/theme/aranoz/img/product/xproduct_5.png.pagespeed.ic.i9PyC8Y1TR.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/product/xproduct_5.png.pagespeed.ic.i9PyC8Y1TR.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:39	50214/50214	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:52:06%20GMT	https://preview.colorlib.com/theme/aranoz/img/product/xproduct_6.png.pagespeed.ic.zcUuYW5UEY.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/product/xproduct_6.png.pagespeed.ic.zcUuYW5UEY.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:39	35795/35795	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:52:06%20GMT	https://preview.colorlib.com/theme/aranoz/img/product/xproduct_7.png.pagespeed.ic.rnieT7kDrD.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/product/xproduct_7.png.pagespeed.ic.rnieT7kDrD.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:40	47013/47013	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:52:07%20GMT	https://preview.colorlib.com/theme/aranoz/img/product/xproduct_8.png.pagespeed.ic.c_yTDNfIir.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/product/xproduct_8.png.pagespeed.ic.c_yTDNfIir.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:40	331765/331765	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:48:42%20GMT	https://preview.colorlib.com/theme/aranoz/img/xoffer_img.png.pagespeed.ic.Z2WCxqoPMC.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/xoffer_img.png.pagespeed.ic.Z2WCxqoPMC.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:40	2527/2527	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_1.png.pagespeed.ic.k13XFWCmRf.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_1.png.pagespeed.ic.k13XFWCmRf.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:41	1424/1424	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_2.png.pagespeed.ic.uepJbkHuUu.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_2.png.pagespeed.ic.uepJbkHuUu.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:42	2104/2104	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_3.png.pagespeed.ic.H_uUuAbgZe.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_3.png.pagespeed.ic.H_uUuAbgZe.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:42	3568/3568	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:50:53%20GMT	https://preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_4.png.pagespeed.ic.O3G1tmH6rK.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_4.png.pagespeed.ic.O3G1tmH6rK.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:43	3124/3124	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202019%2022:50:53%20GMT	https://preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_5.png.pagespeed.ic.Sjf57fWucp.png	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/img/client_logo/xclient_logo_5.png.pagespeed.ic.Sjf57fWucp.png	(from https://preview.colorlib.com/theme/aranoz/)
11:18:43	97403/97403	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217c7b-58d0b03c5bac0-gzip%22	https://preview.colorlib.com/theme/aranoz/js/jquery-1.12.1.min.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/jquery-1.12.1.min.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:44	80471/80471	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://preview.colorlib.com/theme/aranoz/js/popper.min.js+bootstrap.min.js.pagespeed.jc.i78k19mshX.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/popper.min.js+bootstrap.min.js.pagespeed.jc.i78k19mshX.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:45	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-58d0b0402c3c0-gzip%22	https://preview.colorlib.com/theme/aranoz/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/jquery.magnific-popup.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:45	122735/122735	---MCZ	200	added ('OK')	application/javascript	etag:W/%221df6f-58d0b047cd5c0-gzip%22	https://preview.colorlib.com/theme/aranoz/js/swiper.min.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/swiper.min.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:45	63316/63316	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f754-58d0b04214840-gzip%22	https://preview.colorlib.com/theme/aranoz/js/masonry.pkgd.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/masonry.pkgd.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:46	91785/91785	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://preview.colorlib.com/theme/aranoz/js/owl.carousel.min.js+jquery.nice-select.min.js+slick.min.js+jquery.counterup.min.js+waypoints.min.js.pagespeed.jc.I5OJqcvoDe.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/owl.carousel.min.js+jquery.nice-select.min.js+slick.min.js+jquery.counterup.min.js+waypoints.min.js.pagespeed.jc.I5OJqcvoDe.js	(from https://preview.colorlib.com/theme/aranoz/)
11:18:51	81446/81446	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://preview.colorlib.com/theme/aranoz/js/contact.js+jquery.ajaxchimp.min.js+jquery.form.js+jquery.validate.min.js+mail-script.js+custom.js.pagespeed.jc.ntpiCA2YNB.js	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/js/contact.js+jquery.ajaxchimp.min.js+jquery.form.js+jquery.validate.min.js+mail-script.js+custom.js.pagespeed.jc.ntpiCA2YNB.js	(from https://preview.colorlib.com/theme/aranoz/)
11:19:29	129916/129916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221fb7c-58d0b06099040%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:30	129916/129916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221fb7c-58d0b06099040%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:30	74768/74768	---M--	200	added ('OK')	font/woff2	etag:%2212410-58d0b06469940%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:31	87688/87688	---M--	200	added ('OK')	font/woff	etag:%2215688-58d0b06375700%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:31	129612/129612	---MCZ	200	added ('OK')	font/ttf	etag:W/%221fa4c-58d0b062814c0%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:32	694583/694583	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a9937-58d0b0618d280%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:32	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228654-58d0b06469940%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:33	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228654-58d0b06469940%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:33	13552/13552	---M--	200	added ('OK')	font/woff2	etag:%2234f0-58d0b06651dc0%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:33	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2241a4-58d0b06651dc0%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:34	34092/34092	---MCZ	200	added ('OK')	font/ttf	etag:W/%22852c-58d0b0655db80%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:35	144451/144451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2223443-58d0b0655db80%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:35	186728/186728	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222d968-58d0b06746000%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:37	186728/186728	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222d968-58d0b06746000%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900d41d.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:37	74256/74256	---M--	200	added ('OK')	font/woff2	etag:%2212210-58d0b06c0ab40%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.woff2	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:38	96256/96256	---M--	200	added ('OK')	font/woff	etag:%2217800-58d0b06b16900%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.woff	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:38	186444/186444	---MCZ	200	added ('OK')	font/ttf	etag:W/%222d84c-58d0b06b16900%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.ttf	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:38	1698/1698	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226a2-58d0b01171580%22	https://preview.colorlib.com/theme/aranoz/fonts/Flaticon.eot	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/fonts/Flaticon.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:38	816926/816926	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c771e-58d0b06a226c0%22	https://preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/webfonts/fa-solid-900.svg	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:39	1698/1698	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226a2-58d0b01171580%22	https://preview.colorlib.com/theme/aranoz/fonts/Flaticon.eot?	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/fonts/Flaticond41d.eot	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
11:19:39	632/632	---M--	200	added ('OK')	font/woff2	etag:%22278-58d0b012657c0%22	https://preview.colorlib.com/theme/aranoz/fonts/Flaticon.woff2	C:/My%20Web%20Sites/ECOMERCE/preview.colorlib.com/theme/aranoz/fonts/Flaticon.woff2	(from https://preview.colorlib.com/theme/aranoz/css/bootstrap.min.css+animate.css+owl.carousel.min.css+all.css+flaticon.css+themify-icons.css+magnific-popup.css+slick.css.pagespeed.cc.dmdW2yxl94.css)
